id,company,public_repos,followers,following,public_gists,hireable,location_category,language
8352,1,53.0,54.0,70.0,16.0,1,1,0
8354,1,18.0,198.0,66.0,11.0,0,1,0
8355,1,14.0,33.0,29.0,0.0,0,0,1
8356,1,117.0,79.0,47.0,8.0,0,0,3
8357,1,65.0,4183.0,267.0,3.0,0,1,3
8358,1,37.0,47.0,44.0,25.0,1,0,4
8359,1,4.0,15.0,22.0,1.0,0,1,8
8360,1,160.0,2501.0,94.0,58.0,0,1,12
8361,1,12.0,2.0,60.0,0.0,0,0,16
8362,1,45.0,21.0,1.0,7.0,1,1,0
8363,0,11.0,37.0,34.0,0.0,1,1,19
8364,1,53.0,221.0,53.0,35.0,0,1,19
8365,1,92.0,848.0,38.0,51.0,0,1,3
8366,1,169.0,17.0,133.0,1.0,0,0,16
8367,1,11.0,22.0,6.0,0.0,1,0,12
8368,1,7.0,9.0,30.0,0.0,0,1,6
8371,1,16.0,38.0,12.0,0.0,1,1,0
8373,1,68.0,9.0,17.0,9.0,0,0,0
8376,0,8.0,4.0,17.0,3.0,0,1,3
8377,1,39.0,20.0,7.0,9.0,0,1,0
8379,0,40.0,46.0,53.0,15.0,0,0,0
8380,1,86.0,66.0,83.0,3.0,1,1,12
8381,1,92.0,17.0,34.0,3.0,1,1,3
8382,1,16.0,9.0,14.0,0.0,1,0,0
8384,1,53.0,21.0,74.0,2.0,1,1,1
8385,0,1.0,12.0,15.0,1.0,0,1,0
8386,1,19.0,106.0,24.0,1.0,0,0,3
8388,1,20.0,73.0,25.0,37.0,0,1,9
8389,0,40.0,36.0,18.0,8.0,1,0,8
8390,1,113.0,126.0,112.0,105.0,1,1,0
8391,1,21.0,11.0,9.0,0.0,0,0,16
8392,0,172.0,53.0,43.0,61.0,1,1,8
8393,1,138.0,73.0,96.0,31.0,0,1,8
8394,1,102.0,596.0,115.0,97.0,0,1,23
8395,1,26.0,21.0,9.0,0.0,0,1,44
8396,1,286.0,742.0,1197.0,77.0,1,1,0
8397,1,66.0,62.0,103.0,20.0,1,1,16
8398,1,109.0,23.0,37.0,5.0,1,1,0
8399,1,109.0,105.0,60.0,27.0,1,1,3
8401,1,162.0,5.0,8.0,3.0,1,0,3
8402,1,40.0,24.0,31.0,0.0,1,0,0
8404,0,100.0,19.0,36.0,3.0,0,1,6
8405,1,76.0,92.0,112.0,4.0,0,1,1
8406,1,244.0,731.0,338.0,29.0,0,0,44
8407,0,110.0,65.0,54.0,21.0,0,0,0
8408,1,16.0,19.0,5.0,2.0,0,1,0
8409,1,491.0,92.0,68.0,99.0,1,1,44
8411,1,93.0,278.0,102.0,40.0,1,1,21
8412,1,47.0,35.0,78.0,31.0,1,1,0
8413,1,5.0,6.0,9.0,1.0,1,1,0
8415,1,462.0,333.0,250.0,86.0,0,1,9
8417,1,124.0,44.0,199.0,1.0,1,0,8
8419,0,2.0,7.0,8.0,0.0,0,0,16
8420,1,70.0,69.0,80.0,41.0,1,1,0
8421,1,65.0,15.0,19.0,15.0,0,1,53
8422,0,90.0,9.0,187.0,0.0,0,0,3
8423,1,177.0,54.0,27.0,43.0,1,1,0
8424,1,245.0,87.0,15.0,3.0,0,1,0
8425,1,134.0,42.0,132.0,6.0,1,1,4
8426,1,5.0,2.0,2.0,0.0,1,0,8
8428,1,43.0,39.0,29.0,32.0,0,1,0
8429,1,45.0,24.0,13.0,22.0,1,1,14
8430,0,19.0,18.0,19.0,0.0,0,1,3
8431,1,53.0,81.0,106.0,3.0,0,0,0
8433,1,304.0,122.0,100.0,50.0,0,1,0
8434,1,38.0,17.0,36.0,7.0,1,0,6
8435,1,6.0,6.0,12.0,0.0,0,1,8
8436,1,4.0,23.0,15.0,0.0,1,0,9
8437,1,60.0,50.0,19.0,21.0,0,0,0
8438,1,29.0,24.0,45.0,0.0,1,1,0
8439,1,366.0,504.0,26.0,267.0,0,1,0
8440,0,119.0,109.0,439.0,4.0,0,0,0
8441,1,10.0,100.0,91.0,5.0,1,1,15
8442,1,21.0,49.0,119.0,8.0,0,1,0
8443,0,41.0,12.0,17.0,0.0,1,0,8
8444,1,33.0,194.0,11.0,0.0,0,1,8
8445,0,41.0,39.0,4.0,0.0,1,0,3
8446,1,17.0,21.0,74.0,2.0,1,1,0
8447,0,59.0,32.0,62.0,5.0,1,1,3
8449,1,157.0,47.0,209.0,14.0,0,0,3
8450,1,26.0,106.0,54.0,7.0,0,1,8
8452,1,20.0,44.0,192.0,8.0,1,1,0
8453,1,38.0,54.0,16.0,28.0,0,1,0
8454,1,40.0,80.0,70.0,15.0,1,0,0
8455,1,84.0,92.0,26.0,7.0,0,1,0
8456,1,89.0,80.0,235.0,61.0,0,1,0
8457,1,220.0,84.0,24.0,75.0,1,1,3
8458,1,64.0,362.0,99.0,35.0,0,1,9
8459,1,26.0,11.0,27.0,0.0,1,0,17
8460,1,118.0,29.0,82.0,1.0,1,1,3
8461,1,15.0,150.0,478.0,0.0,1,1,15
8462,1,176.0,9.0,35.0,8.0,0,0,0
8463,1,73.0,18.0,52.0,2.0,1,1,0
8464,0,105.0,0.0,0.0,34.0,1,1,0
8465,1,38.0,21.0,77.0,8.0,0,1,0
8467,1,65.0,42.0,28.0,64.0,0,1,0
8468,1,5.0,101.0,4.0,0.0,0,0,3
8469,1,17.0,22.0,32.0,2.0,0,1,3
8470,1,160.0,41.0,38.0,0.0,1,0,10
8472,1,37.0,87.0,137.0,4.0,0,1,3
8473,1,41.0,22.0,55.0,16.0,0,1,8
8474,1,20.0,20.0,22.0,14.0,1,0,0
8475,1,24.0,8.0,35.0,0.0,1,0,6
8476,1,17.0,13.0,42.0,1.0,0,1,12
8478,1,167.0,188.0,112.0,160.0,1,1,3
8479,1,9.0,13.0,14.0,2.0,0,1,12
8480,1,92.0,50.0,33.0,1.0,0,0,12
8481,1,19.0,96.0,101.0,0.0,0,1,12
8482,1,54.0,25.0,57.0,0.0,1,0,0
8483,1,371.0,54.0,20.0,1.0,0,0,8
8484,1,73.0,89.0,71.0,6.0,1,1,11
8485,0,7.0,9.0,9.0,0.0,1,1,76
8486,1,49.0,73.0,147.0,0.0,0,1,3
8487,1,67.0,914.0,12.0,3.0,1,0,16
8488,1,243.0,61.0,104.0,48.0,1,0,0
8489,1,50.0,296.0,137.0,9.0,0,1,19
8490,1,31.0,156.0,34.0,0.0,1,0,14
8492,1,52.0,32.0,98.0,6.0,1,0,12
8493,1,93.0,139.0,352.0,6.0,1,1,6
8494,1,48.0,443.0,45.0,3.0,0,1,3
8495,1,183.0,337.0,99.0,21.0,0,0,0
8496,1,40.0,255.0,41.0,19.0,1,1,0
8498,0,15.0,59.0,88.0,13.0,0,1,4
8499,1,327.0,67.0,117.0,71.0,1,1,0
8500,1,30.0,45.0,23.0,14.0,0,1,10
8501,1,11.0,4.0,18.0,2.0,1,1,3
8502,1,12.0,7.0,3.0,0.0,0,1,16
8503,1,256.0,161.0,77.0,39.0,0,1,0
8504,1,34.0,47.0,30.0,1.0,0,1,11
8505,0,108.0,46.0,11.0,16.0,1,1,14
8506,1,5.0,0.0,1.0,0.0,0,0,2
8507,1,58.0,981.0,1114.0,176.0,1,0,13
8508,1,77.0,345.0,337.0,12.0,0,0,3
8509,1,140.0,141.0,4.0,22.0,1,1,7
8510,1,5.0,4.0,6.0,0.0,0,1,3
8512,1,133.0,23.0,44.0,9.0,1,1,8
8513,0,32.0,43.0,37.0,45.0,0,1,14
8514,1,26.0,12.0,51.0,5.0,0,0,9
8516,1,20.0,41.0,71.0,7.0,1,0,8
8517,1,1.0,15.0,2.0,0.0,0,1,-1
8518,0,38.0,87.0,795.0,2.0,1,0,0
8519,1,68.0,53.0,38.0,4.0,0,0,3
8520,1,227.0,304.0,129.0,23.0,1,1,19
8521,1,24.0,4.0,14.0,4.0,0,1,21
8522,1,66.0,58.0,26.0,6.0,0,0,0
8523,1,27.0,17.0,11.0,10.0,1,1,1
8527,1,33.0,25.0,29.0,5.0,0,1,0
8528,1,344.0,61.0,784.0,0.0,0,0,3
8529,1,153.0,223.0,190.0,0.0,1,0,12
8530,1,76.0,326.0,183.0,0.0,0,1,9
8531,1,38.0,113.0,165.0,0.0,0,0,0
8532,1,5.0,10.0,15.0,0.0,0,0,3
8533,1,23.0,50.0,15.0,1.0,0,1,0
8534,1,98.0,29.0,56.0,17.0,0,1,18
8535,0,56.0,112.0,20.0,70.0,1,1,3
8537,1,46.0,339.0,89.0,22.0,1,0,0
8538,1,144.0,87.0,62.0,8.0,0,0,18
8539,1,44.0,33.0,35.0,1.0,0,1,0
8540,1,73.0,69.0,6.0,38.0,0,1,3
8541,1,107.0,356.0,104.0,10.0,1,0,0
8542,0,167.0,96.0,68.0,4.0,1,0,12
8543,1,30.0,12.0,14.0,5.0,0,1,11
8544,1,86.0,31.0,8.0,3.0,0,1,8
8545,1,3.0,81.0,15.0,0.0,0,1,26
8546,1,126.0,30.0,92.0,0.0,1,0,0
8547,1,96.0,4.0,33.0,1.0,0,0,9
8549,1,467.0,164.0,120.0,332.0,1,0,0
8550,1,31.0,98.0,20.0,0.0,0,1,3
8552,1,11.0,3.0,2.0,0.0,0,1,0
8553,1,12.0,30.0,122.0,0.0,0,0,12
8554,1,20.0,26.0,27.0,0.0,0,0,16
8555,1,13.0,17.0,16.0,0.0,1,1,27
8556,1,16.0,8.0,18.0,0.0,1,0,3
8557,0,7.0,24.0,36.0,4.0,1,1,4
8558,0,34.0,41.0,27.0,1.0,0,1,17
8559,1,89.0,123.0,93.0,4.0,0,1,0
8561,1,43.0,7.0,9.0,0.0,0,1,7
8562,1,23.0,7.0,28.0,0.0,0,1,3
8563,1,19.0,24.0,47.0,8.0,0,1,0
8564,0,24.0,28.0,21.0,0.0,0,0,8
8566,1,54.0,90.0,26.0,6.0,0,0,3
8567,1,26.0,28.0,67.0,0.0,0,1,0
8568,0,92.0,56.0,133.0,33.0,0,0,0
8570,1,172.0,288.0,453.0,155.0,1,1,4
8571,1,12.0,121.0,69.0,24.0,0,1,17
8572,1,8.0,3.0,16.0,0.0,0,0,17
8575,1,12.0,18.0,48.0,0.0,0,1,3
8576,1,113.0,602.0,286.0,1.0,1,1,0
8578,1,55.0,170.0,155.0,55.0,0,0,0
8579,1,17.0,10.0,18.0,13.0,0,0,0
8580,1,71.0,900.0,327.0,24.0,0,1,17
8581,1,370.0,810.0,98.0,507.0,1,1,3
8582,1,57.0,47.0,70.0,9.0,1,0,0
8583,0,31.0,18.0,19.0,14.0,1,0,0
8584,1,46.0,29.0,32.0,20.0,1,1,12
8585,1,77.0,63.0,198.0,26.0,1,0,0
8586,1,17.0,58.0,329.0,0.0,0,0,3
8587,1,35.0,768.0,76.0,15.0,1,1,0
8588,0,6.0,1.0,4.0,0.0,0,0,12
8589,1,32.0,128.0,56.0,3.0,0,1,0
8590,1,92.0,66.0,79.0,27.0,0,1,8
8591,0,64.0,39.0,63.0,5.0,0,1,9
8592,0,110.0,148.0,32.0,0.0,0,0,0
8593,1,58.0,40.0,59.0,28.0,0,1,12
8594,1,55.0,65.0,29.0,2.0,0,0,3
8595,1,60.0,266.0,169.0,52.0,1,1,0
8598,1,23.0,47.0,51.0,5.0,0,0,3
8599,1,23.0,7.0,12.0,1.0,0,0,0
8601,1,70.0,11.0,51.0,3.0,1,1,0
8602,1,124.0,197.0,0.0,6.0,1,1,37
8603,1,65.0,37.0,35.0,4.0,1,0,6
8604,1,93.0,151.0,44.0,87.0,1,0,0
8605,1,77.0,146.0,63.0,95.0,1,1,4
8606,1,116.0,12.0,12.0,1.0,0,0,3
8607,1,24.0,41.0,25.0,0.0,0,1,16
8608,0,181.0,5.0,17.0,26.0,0,1,12
8609,1,62.0,74.0,98.0,2.0,1,1,12
8610,0,50.0,115.0,149.0,188.0,1,1,5
8611,1,242.0,430.0,72.0,20.0,0,1,0
8612,1,16.0,75.0,17.0,2.0,1,1,7
8613,1,37.0,136.0,36.0,21.0,1,1,0
8614,0,20.0,10.0,4.0,3.0,0,1,0
8616,0,15.0,24.0,21.0,10.0,1,1,12
8617,1,36.0,510.0,32.0,0.0,1,0,12
8618,1,23.0,140.0,84.0,76.0,1,0,4
8619,1,5.0,57.0,5.0,0.0,1,0,3
8620,1,2.0,19.0,23.0,1.0,0,1,74
8621,1,14.0,203.0,5.0,1.0,0,1,3
8622,1,158.0,153.0,50.0,13.0,0,0,9
8624,1,67.0,101.0,45.0,2.0,0,1,0
8625,1,237.0,893.0,126.0,0.0,1,0,0
8626,1,37.0,38.0,90.0,2.0,0,0,3
8627,0,15.0,36.0,37.0,1.0,1,0,3
8628,1,43.0,34.0,35.0,41.0,0,1,0
8630,1,106.0,43.0,10.0,1.0,1,0,12
8631,1,25.0,36.0,23.0,38.0,1,0,0
8632,1,43.0,6.0,12.0,3.0,0,1,0
8633,1,7.0,62.0,6.0,0.0,0,0,0
8634,0,1.0,17.0,2.0,0.0,0,1,0
8635,1,258.0,7057.0,453.0,8.0,0,0,0
8636,0,86.0,29.0,90.0,17.0,0,1,0
8637,1,35.0,841.0,45.0,19.0,0,1,7
8638,1,107.0,28.0,21.0,21.0,0,1,0
8640,1,18.0,3.0,1.0,0.0,0,1,0
8641,1,4.0,9.0,9.0,2.0,0,1,0
8642,1,33.0,13.0,25.0,0.0,0,0,12
8643,0,111.0,0.0,0.0,24.0,1,1,0
8644,0,9.0,4.0,13.0,0.0,0,0,78
8645,1,20.0,19.0,56.0,0.0,0,0,0
8646,1,436.0,62.0,370.0,6.0,0,0,12
8647,1,8.0,32.0,31.0,0.0,0,1,14
8648,1,30.0,21.0,72.0,10.0,0,0,0
8649,1,10.0,15.0,36.0,0.0,0,0,16
8650,0,13.0,8.0,6.0,0.0,0,1,8
8651,1,43.0,19.0,31.0,0.0,0,0,9
8653,0,45.0,28.0,11.0,18.0,1,0,0
8654,0,59.0,57.0,46.0,19.0,0,1,12
8655,1,41.0,27.0,19.0,0.0,1,0,3
8659,1,28.0,83.0,141.0,2.0,0,1,0
8661,1,330.0,23.0,100.0,2.0,0,1,3
8662,1,13.0,15.0,21.0,0.0,0,0,12
8663,1,70.0,189.0,92.0,0.0,1,1,9
8664,1,1.0,17.0,17.0,1.0,1,1,4
8666,1,16.0,36.0,22.0,3.0,0,1,3
8667,1,6.0,80.0,127.0,2.0,0,0,3
8668,1,93.0,137.0,442.0,24.0,1,1,0
8670,1,25.0,8.0,19.0,0.0,0,1,7
8671,1,132.0,17.0,23.0,0.0,1,0,54
8672,0,47.0,34.0,9.0,18.0,1,1,14
8674,0,10.0,6.0,4.0,5.0,0,0,17
8675,0,105.0,62.0,5.0,6.0,1,0,3
8677,1,9.0,36.0,22.0,0.0,0,1,12
8678,1,7.0,9.0,22.0,12.0,0,0,21
8679,1,81.0,89.0,236.0,31.0,0,0,0
8680,0,52.0,25.0,50.0,0.0,0,0,7
8681,1,50.0,41.0,83.0,4.0,1,1,0
8682,1,540.0,126.0,100.0,17.0,1,0,3
8683,0,41.0,347.0,220.0,15.0,1,0,14
8685,0,116.0,99.0,17.0,10.0,0,0,0
8686,1,124.0,69.0,47.0,20.0,0,1,4
8687,1,6.0,18.0,9.0,0.0,0,1,3
8688,1,30.0,41.0,36.0,2.0,0,1,17
8689,1,36.0,35.0,9.0,3.0,0,1,0
8690,1,21.0,11.0,22.0,0.0,0,1,0
8692,1,20.0,91.0,77.0,1.0,0,1,3
8693,1,44.0,49.0,25.0,7.0,0,1,0
8694,1,34.0,20.0,34.0,5.0,0,1,3
8695,1,353.0,624.0,65.0,70.0,0,1,4
8696,1,21.0,64.0,258.0,2.0,1,0,0
8697,1,46.0,841.0,28.0,46.0,1,1,23
8698,1,4.0,125.0,16.0,8.0,1,1,0
8699,1,41.0,56.0,58.0,8.0,0,1,17
8700,1,33.0,36.0,3.0,0.0,0,1,8
8701,1,95.0,24.0,22.0,0.0,0,0,0
8703,1,27.0,13.0,29.0,16.0,1,1,0
8705,1,76.0,12.0,10.0,0.0,0,0,0
8708,1,14.0,28.0,35.0,4.0,0,0,6
8709,1,146.0,45.0,15.0,35.0,0,1,8
8711,1,38.0,64.0,106.0,0.0,0,1,3
8712,1,139.0,73.0,27.0,38.0,0,1,12
8713,1,27.0,3.0,11.0,1.0,1,1,0
8714,0,173.0,106.0,15.0,14.0,1,1,16
8715,1,191.0,93.0,70.0,100.0,0,1,0
8716,0,130.0,120.0,66.0,70.0,0,1,4
8717,1,47.0,30.0,39.0,0.0,0,0,0
8718,1,60.0,14.0,14.0,5.0,1,1,8
8719,0,65.0,26.0,34.0,2.0,0,0,0
8720,1,161.0,109.0,32.0,34.0,1,1,0
8722,0,35.0,32.0,65.0,18.0,1,1,3
8725,1,298.0,80.0,51.0,158.0,1,0,12
8726,1,28.0,28.0,56.0,0.0,0,0,12
8727,1,66.0,112.0,4.0,6.0,0,0,0
8728,1,29.0,33.0,25.0,6.0,1,1,0
8730,1,38.0,57.0,26.0,15.0,0,1,8
8731,1,45.0,20.0,21.0,0.0,0,0,3
8732,0,98.0,101.0,81.0,0.0,1,0,3
8733,1,55.0,17.0,16.0,0.0,1,1,3
8734,1,55.0,449.0,70.0,1.0,0,1,3
8735,1,136.0,169.0,142.0,129.0,0,1,0
8737,1,54.0,20.0,2.0,0.0,1,1,3
8738,1,199.0,28.0,40.0,12.0,0,1,12
8739,1,17.0,9.0,28.0,2.0,1,0,8
8740,1,145.0,206.0,40.0,7.0,1,0,0
8741,1,85.0,41.0,96.0,24.0,0,1,0
8742,1,5.0,4.0,15.0,0.0,1,1,3
8744,1,30.0,55.0,59.0,5.0,0,0,3
8745,1,49.0,31.0,49.0,13.0,0,0,0
8746,1,130.0,164.0,0.0,11.0,0,1,9
8747,0,30.0,56.0,6.0,8.0,1,1,0
8748,1,49.0,19.0,28.0,4.0,0,1,8
8749,1,15.0,7.0,13.0,1.0,0,1,0
8750,1,123.0,77.0,157.0,2.0,1,1,6
8751,1,13.0,16.0,34.0,0.0,0,0,14
8752,1,70.0,17.0,13.0,5.0,1,1,0
8753,1,65.0,1712.0,49.0,27.0,0,0,0
8754,1,13.0,35.0,57.0,0.0,0,1,0
8755,1,133.0,28.0,33.0,108.0,1,0,8
8756,1,38.0,103.0,15.0,132.0,1,1,0
8758,1,228.0,173.0,80.0,6.0,1,1,3
8759,1,125.0,140.0,496.0,0.0,0,0,12
8760,1,37.0,50.0,32.0,2.0,0,0,0
8761,1,92.0,128.0,100.0,12.0,1,1,0
8762,0,110.0,26.0,46.0,3.0,0,1,0
8763,1,9.0,15.0,23.0,0.0,0,0,0
8764,1,30.0,298.0,102.0,24.0,0,1,16
8765,1,14.0,22.0,45.0,23.0,0,1,4
8766,1,29.0,36.0,31.0,1.0,1,0,12
8767,1,6.0,85.0,55.0,0.0,0,1,10
8768,1,64.0,55.0,144.0,4.0,1,0,1
8769,1,30.0,9.0,21.0,1.0,0,0,18
8770,1,159.0,751.0,15.0,22.0,1,1,8
8771,1,83.0,3.0,44.0,0.0,0,0,16
8772,1,158.0,159.0,101.0,1.0,1,0,12
8773,1,11.0,18.0,43.0,21.0,1,1,8
8774,1,52.0,228.0,145.0,29.0,1,0,8
8775,1,97.0,87.0,57.0,13.0,0,1,0
8776,1,31.0,76.0,13.0,15.0,1,1,0
8778,0,22.0,13.0,65.0,0.0,0,0,3
8779,1,27.0,215.0,85.0,8.0,1,0,0
8780,1,78.0,12.0,38.0,1.0,0,0,8
8781,1,20.0,11.0,42.0,0.0,0,0,0
8782,1,38.0,12.0,22.0,1.0,0,0,0
8783,1,294.0,31.0,266.0,0.0,0,0,3
8784,1,61.0,84.0,278.0,52.0,1,1,17
8786,1,186.0,50.0,88.0,4.0,1,0,8
8787,1,188.0,357.0,162.0,70.0,0,1,4
8788,1,15.0,59.0,22.0,0.0,1,0,14
8789,1,29.0,5.0,2.0,0.0,0,0,0
8790,1,39.0,37.0,85.0,4.0,1,1,3
8791,0,39.0,78.0,52.0,45.0,1,1,0
8792,0,36.0,41.0,88.0,18.0,0,1,1
8793,1,41.0,59.0,33.0,8.0,0,1,3
8794,1,24.0,45.0,34.0,0.0,1,0,16
8796,1,75.0,68.0,24.0,16.0,1,1,8
8797,1,20.0,32.0,80.0,10.0,1,1,0
8798,0,9.0,26.0,33.0,0.0,0,0,3
8799,1,67.0,37.0,77.0,58.0,0,1,8
8800,1,35.0,103.0,66.0,2.0,1,1,0
8801,1,87.0,187.0,13.0,4.0,1,1,7
8803,1,8.0,7.0,69.0,0.0,0,0,3
8804,1,32.0,66.0,123.0,21.0,0,1,0
8805,1,85.0,47.0,94.0,6.0,0,1,0
8807,0,19.0,28.0,14.0,0.0,0,1,23
8808,1,48.0,1275.0,110.0,0.0,0,1,16
8809,1,11992.0,181.0,5.0,5.0,1,1,17
8810,1,207.0,145.0,36.0,46.0,1,1,0
8811,1,56.0,36.0,49.0,74.0,0,1,0
8812,1,81.0,83.0,68.0,63.0,0,0,12
8813,1,63.0,13.0,15.0,4.0,0,1,19
8814,1,190.0,878.0,185.0,37.0,0,1,19
8815,1,18.0,250.0,37.0,0.0,0,0,10
8816,1,179.0,530.0,38.0,15.0,0,0,8
8817,1,79.0,18.0,5.0,2.0,1,1,9
8818,1,181.0,16.0,22.0,16.0,1,1,0
8819,1,27.0,62.0,16.0,24.0,1,1,0
8820,1,210.0,306.0,107.0,69.0,1,1,0
8821,0,128.0,113.0,25.0,54.0,0,1,0
8822,1,197.0,312.0,33.0,35.0,0,1,4
8823,1,7.0,23.0,21.0,2.0,1,1,7
8824,0,61.0,261.0,165.0,4.0,1,0,17
8825,1,92.0,130.0,43.0,97.0,0,1,0
8826,1,189.0,1608.0,72.0,11.0,1,0,8
8828,1,227.0,51.0,241.0,0.0,1,0,3
8829,1,92.0,42.0,293.0,59.0,1,1,8
8830,0,7.0,54.0,42.0,1.0,1,1,3
8831,0,99.0,177.0,168.0,33.0,0,0,4
8832,1,35.0,64.0,67.0,10.0,0,0,0
8833,1,67.0,35.0,61.0,0.0,0,1,10
8834,1,464.0,389.0,11.0,235.0,0,1,33
8835,1,71.0,51.0,27.0,0.0,1,1,3
8837,0,65.0,21.0,34.0,4.0,0,1,3
8838,1,42.0,14.0,7.0,4.0,1,0,0
8839,1,21.0,331.0,11.0,0.0,0,0,3
8840,1,25.0,113.0,348.0,5.0,0,0,0
8841,1,145.0,14.0,48.0,1.0,1,0,12
8842,1,70.0,119.0,18.0,1.0,0,1,27
8844,0,71.0,16.0,18.0,0.0,0,0,12
8845,1,35.0,48.0,38.0,38.0,0,1,4
8847,1,13.0,34.0,175.0,0.0,1,0,12
8850,0,134.0,16.0,9.0,23.0,1,0,0
8851,1,27.0,48.0,37.0,6.0,1,1,3
8852,1,57.0,73.0,9.0,33.0,0,1,0
8853,1,102.0,155.0,58.0,60.0,0,1,14
8854,1,66.0,522.0,120.0,1.0,0,0,13
8855,1,52.0,20.0,72.0,0.0,1,0,0
8856,1,86.0,94.0,124.0,6.0,0,1,3
8857,1,30.0,175.0,25.0,0.0,1,1,14
8858,1,106.0,33.0,10.0,7.0,1,0,0
8859,1,7.0,5.0,21.0,0.0,0,0,10
8860,0,7.0,39.0,384.0,0.0,0,0,9
8861,1,39.0,8.0,13.0,0.0,1,0,12
8864,0,159.0,18.0,44.0,0.0,0,0,0
8865,1,100.0,42.0,106.0,1.0,0,0,11
8866,1,282.0,59.0,362.0,7.0,1,1,12
8867,0,80.0,20.0,44.0,7.0,0,1,0
8869,1,49.0,50.0,34.0,6.0,0,1,0
8871,1,48.0,33.0,3.0,1.0,1,1,12
8872,1,217.0,130.0,18.0,26.0,0,0,0
8873,1,37.0,95.0,108.0,0.0,0,0,0
8875,1,83.0,89.0,8.0,32.0,0,1,44
8876,1,56.0,666.0,45.0,31.0,1,1,2
8877,0,65.0,83.0,151.0,13.0,1,1,0
8878,1,22.0,286.0,48.0,1.0,1,0,0
8879,0,21.0,57.0,162.0,6.0,0,0,8
8880,1,20.0,590.0,25.0,0.0,0,1,3
8881,1,40.0,30.0,45.0,0.0,0,1,0
8882,1,172.0,11.0,23.0,0.0,0,0,0
8883,1,71.0,101.0,56.0,74.0,1,1,8
8885,0,58.0,134.0,167.0,52.0,1,0,8
8886,1,113.0,37.0,85.0,57.0,1,1,8
8888,1,20.0,6.0,11.0,0.0,0,0,16
8890,1,16.0,80.0,8.0,1.0,1,0,8
8891,1,15.0,2.0,5.0,0.0,1,0,16
8892,1,33.0,44.0,21.0,5.0,1,0,0
8893,0,15.0,22.0,74.0,14.0,0,0,0
8894,1,108.0,39.0,85.0,14.0,1,1,0
8895,0,22.0,84.0,185.0,1.0,0,1,3
8897,1,27.0,72.0,67.0,3.0,0,1,0
8898,1,30.0,31.0,60.0,2.0,0,1,1
8900,1,20.0,42.0,95.0,0.0,0,1,3
8901,0,75.0,106.0,223.0,79.0,0,1,4
8902,1,12.0,343.0,13.0,8.0,0,1,0
8904,1,4.0,172.0,62.0,0.0,0,0,16
8905,1,39.0,10.0,9.0,2.0,1,1,0
8906,1,38.0,68.0,53.0,8.0,0,0,0
8908,1,56.0,9.0,35.0,7.0,0,1,0
8909,1,29.0,31.0,39.0,3.0,0,1,3
8910,1,201.0,54.0,25.0,107.0,1,0,0
8911,1,18.0,25.0,9.0,0.0,0,1,3
8912,1,55.0,489.0,79.0,0.0,0,0,3
8915,1,22.0,38.0,13.0,0.0,0,1,7
8916,1,42.0,70.0,64.0,8.0,1,0,3
8917,1,196.0,217.0,188.0,12.0,1,0,14
8918,1,37.0,43.0,32.0,28.0,1,0,12
8920,1,65.0,44.0,10.0,11.0,1,1,0
8922,0,50.0,13.0,56.0,13.0,1,0,12
8924,1,4.0,4.0,4.0,0.0,0,0,16
8925,1,109.0,112.0,309.0,0.0,1,0,0
8926,1,115.0,224.0,67.0,2.0,0,1,3
8927,1,103.0,167.0,211.0,63.0,0,1,0
8928,1,28.0,37.0,8.0,6.0,0,1,9
8929,1,34.0,15.0,91.0,3.0,1,1,0
8930,0,32.0,10.0,39.0,5.0,0,1,4
8931,1,184.0,756.0,238.0,1.0,0,1,12
8932,1,10.0,23.0,18.0,4.0,0,1,34
8933,1,26.0,1007.0,17.0,1.0,0,1,16
8934,1,41.0,13.0,30.0,5.0,1,1,0
8935,1,59.0,126.0,53.0,37.0,0,0,0
8936,1,88.0,192.0,213.0,2.0,0,1,16
8938,1,31.0,14.0,22.0,0.0,0,1,3
8940,1,34.0,125.0,54.0,28.0,0,1,0
8941,1,7.0,73.0,45.0,17.0,0,1,17
8943,1,5.0,5.0,9.0,0.0,0,0,4
8944,1,45.0,56.0,43.0,0.0,0,0,14
8945,0,177.0,246.0,43.0,169.0,0,1,0
8947,0,8.0,4.0,22.0,3.0,0,0,9
8948,1,18.0,9.0,7.0,0.0,0,0,0
8949,1,65.0,82.0,135.0,0.0,0,1,3
8950,1,33.0,24.0,10.0,3.0,1,1,0
8951,1,68.0,269.0,12.0,3.0,1,1,0
8952,0,13.0,79.0,93.0,1.0,1,0,3
8953,1,77.0,15.0,20.0,5.0,0,1,0
8954,0,61.0,45.0,46.0,32.0,0,1,12
8956,1,20.0,10.0,17.0,0.0,0,1,3
8957,0,61.0,4.0,17.0,11.0,0,1,0
8958,1,100.0,464.0,3.0,31.0,0,1,0
8959,1,13.0,19.0,18.0,0.0,1,1,12
8961,1,0.0,10.0,20.0,0.0,0,1,-1
8963,1,161.0,86.0,131.0,12.0,1,1,8
8964,1,125.0,11.0,58.0,12.0,1,1,8
8965,1,55.0,109.0,469.0,1.0,1,0,12
8966,1,83.0,180.0,292.0,17.0,0,0,2
8968,0,43.0,13.0,56.0,3.0,1,0,0
8969,1,30.0,40.0,64.0,0.0,0,0,0
8970,1,17.0,27.0,181.0,18.0,0,1,15
8971,1,45.0,38.0,27.0,12.0,0,1,3
8972,1,67.0,94.0,30.0,178.0,1,1,0
